away,cross,home,ones,twos,year
Rwanda,3.08,Libya,2.08,3.88,2018
Cape Verde,2.95,Kenya,3.58,2.25,2018
Ghana,6.67,Comoros,15.87,1.18,2018
Senegal,3.67,Madagascar,6.17,1.55,2018
Colombia,3.67,Chile,1.71,5.22,2018
Uruguay,3.78,Ecuador,1.68,5.32,2018
Venezuela,3.41,Bolivia,1.89,4.46,2018
Equatorial Guinea,5.05,Morocco,1.28,12.25,2018
Uganda,3.12,Togo,2.02,4.05,2018
Burkina Faso,3.06,Benin,2.2,3.53,2018
Laos,14.44,Lebanon,1.03,25.98,2018
East Timor,18.63,United Arab Emirates,1.02,34.99,2018
Guinea,2.99,Namibia,2.53,3,2018
Malaysia,5.71,Palestine,1.26,10.04,2018
D.R. Congo,3.07,Burundi,3.44,2.24,2018
Guam,3.35,India,2.28,2.98,2018
North Korea,3.29,Uzbekistan,1.86,4.44,2018
Yemen,4.03,Philippines,1.39,9.46,2018
Bangladesh,6.02,Tajikistan,1.22,12.19,2018
Chinese Taipei,11.83,Thailand,1.05,32.35,2018
Bhutan,26.92,China,-,42.65,2018
Cambodia,5.51,Afghanistan,1.24,11.82,2018
Turkmenistan,10,Iran,1.09,21.17,2018
Japan,9.65,Singapore,20.3,1.09,2018
Myanmar,22.09,South Korea,1.01,42.65,2018
Hong Kong,3.82,Maldives,5.85,1.58,2018
Kyrgyzstan,11.31,Australia,1.07,25.93,2018
Gabon,3.01,Mozambique,3.14,2.42,2018
Zambia,2.88,Sudan,3.81,2.21,2018
Saudi Arabia,4.71,Palestine,8.18,1.36,2018
Djibouti,15.1,Swaziland,1.03,29.43,2018
Chile,3.22,Peru,3.53,2.19,2018
Venezuela,5.64,Brazil,1.27,11.66,2018
Argentina,3.26,Paraguay,4.01,1.99,2018
Colombia,3.07,Uruguay,2.45,3.2,2018
Bolivia,7.37,Ecuador,1.16,18.29,2018
Eritrea,6.44,Botswana,1.2,13.17,2018
South Sudan,5.47,Mauritania,1.26,10.58,2018
Lebanon,3.84,Kuwait,1.51,6.7,2018
Liberia,3.33,Guinea Bissau,1.9,4.02,2018
Comoros,3.96,Lesotho,1.52,6.37,2018
Tajikistan,6.55,Jordan,1.19,13.3,2018
Afghanistan,8.27,Syria,1.12,18.66,2018
Maldives,15.68,Qatar,1.03,39.56,2018
Somalia,8.25,Niger,1.12,17.67,2018
Philippines,3.9,Bahrain,1.54,6.06,2018
Chad,3.13,Sierra Leone,2.22,3.31,2018
India,8.98,Oman,1.09,23.79,2018
Gambia,3.25,Namibia,2.24,3.13,2018
Bangladesh,6.22,Kyrgyzstan,1.2,13.55,2018
Seychelles,5.31,Burundi,1.26,11.1,2018
Guam,4.65,Turkmenistan,1.39,7.35,2018
Hong Kong,21.18,Bhutan,34.29,1.02,2018
Laos,3.48,Myanmar,1.8,4.38,2018
Cambodia,8.26,Singapore,1.12,18.79,2018
Thailand,3.36,Vietnam,3.98,1.91,2018
Central Africa,3.68,Madagascar,1.51,7.16,2018
Yemen,7.53,North Korea,1.14,17.63,2018
Malaysia,3.3,East Timor,2.82,2.42,2018
Sao Tome and Principe,6.7,Ethiopia,1.17,14.48,2018
Mauritius,6.19,Kenya,1.22,12.47,2018
Tanzania,3.43,Malawi,1.71,5.24,2018
Sierra Leone,2.97,Chad,2.42,3.09,2018
Botswana,3.65,Eritrea,6.4,1.54,2018
Madagascar,3.01,Central Africa,2.89,2.54,2018
Namibia,3.09,Gambia,1.9,4.56,2018
Swaziland,4.46,Djibouti,9.94,1.34,2018
Niger,4.7,Somalia,12.03,1.3,2018
Ecuador,4.4,Argentina,1.44,7.72,2018
Brazil,3.26,Chile,2.33,3.18,2018
Paraguay,3.11,Venezuela,2.36,3.25,2018
Peru,3.74,Colombia,1.57,6.78,2018
Uruguay,3,Bolivia,3.26,2.42,2018
United Arab Emirates,3.12,Saudi Arabia,2.25,3.29,2018
Guinea Bissau,3.21,Liberia,1.9,4.36,2018
China,3.08,Qatar,2.17,3.53,2018
Ethiopia,3.93,Sao Tome and Principe,7.54,1.47,2018
Uzbekistan,3.19,Bahrain,3.3,2.22,2018
South Korea,3.38,Kuwait,4.58,1.79,2018
Iran,3.11,Oman,3.83,2.06,2018
Australia,3.71,Jordan,5.34,1.64,2018
Tajikistan,3.33,Kyrgyzstan,2.03,3.6,2018
Japan,4.95,Syria,8.9,1.33,2018
India,4.09,Turkmenistan,1.48,6.52,2018
Maldives,8.23,Bhutan,14.6,1.13,2018
Lebanon,4.81,Myanmar,9.7,1.32,2018
Afghanistan,3.92,Singapore,1.52,6.45,2018
Iraq,4.26,Vietnam,7.02,1.44,2018
Mauritania,3.36,South Sudan,4.73,1.8,2018
Spain,3.38,Netherlands,3.9,2.02,2010
Germany,3.68,Uruguay,3.86,1.93,2010
Spain,3.38,Germany,2.81,2.53,2010
Netherlands,3.55,Uruguay,5.68,1.69,2010
Spain,4.27,Paraguay,9,1.42,2010
Germany,3.29,Argentina,2.32,3.19,2010
Ghana,3.37,Uruguay,1.86,4.52,2010
Brazil,3.28,Netherlands,4.1,2,2010
Portugal,3.23,Spain,2,4.19,2010
Japan,3.17,Paraguay,2.2,3.6,2010
Chile,3.82,Brazil,1.53,6.99,2010
Slovakia,4.5,Netherlands,1.39,9.63,2010
Mexico,3.73,Argentina,1.61,6.24,2010
England,3.06,Germany,2.97,2.6,2010
Ghana,3.1,USA,2.41,3.22,2010
South Korea,3.34,Uruguay,1.84,4.9,2010
Spain,4.15,Chile,6.89,1.51,2010
Honduras,4.01,Switzerland,1.55,6.62,2010
Ivory Coast,4.99,North Korea,9.35,1.35,2010
Brazil,2.92,Portugal,3.51,2.38,2010
Netherlands,3.81,Cameroon,5.53,1.65,2010
Japan,3.24,Denmark,2.26,3.37,2010
New Zealand,4.48,Paraguay,1.39,9.53,2010
Italy,3.84,Slovakia,6.97,1.55,2010
Serbia,3.59,Australia,4.46,1.83,2010
Germany,4.34,Ghana,7.8,1.45,2010
England,4.31,Slovenia,8.07,1.45,2010
Algeria,3.6,USA,1.87,4.22,2010
Argentina,4.24,Greece,7.35,1.48,2010
South Korea,3.3,Nigeria,2.93,2.47,2010
South Africa,3.48,France,2.09,3.54,2010
Uruguay,1.96,Mexico,3.74,3.65,2010
Honduras,8.78,Spain,1.12,24.25,2010
Switzerland,3.18,Chile,2.17,3.67,2010
North Korea,4.48,Portugal,1.37,10.32,2010
Ivory Coast,3.48,Brazil,1.73,5.42,2010
New Zealand,5.89,Italy,1.22,16.73,2010
Paraguay,3.24,Slovakia,3.87,2.07,2010
Denmark,3.2,Cameroon,2.89,2.57,2010
Australia,3.15,Ghana,2.37,3.23,2010
Japan,4.16,Netherlands,1.44,8.95,2010
Algeria,5.88,England,1.23,15.93,2010
USA,3.22,Slovenia,3.75,2.12,2010
Serbia,3.65,Germany,1.64,5.74,2010
Mexico,3.15,France,2.09,3.95,2010
Nigeria,3.18,Greece,3.79,2.12,2010
South Korea,3.87,Argentina,1.51,7.59,2010
Uruguay,3.02,South Africa,3.37,2.38,2010
Switzerland,5.3,Spain,1.27,14.32,2010
Chile,3.46,Honduras,5.81,1.7,2010
Spain,3.38,Netherlands,3.9,2.02,2010
Germany,3.68,Uruguay,3.86,1.93,2010
Spain,3.38,Germany,2.81,2.53,2010
Netherlands,3.55,Uruguay,5.68,1.69,2010
Spain,4.27,Paraguay,9,1.42,2010
Germany,3.29,Argentina,2.32,3.19,2010
Ghana,3.37,Uruguay,1.86,4.52,2010
Brazil,3.28,Netherlands,4.1,2,2010
Portugal,3.23,Spain,2,4.19,2010
Japan,3.17,Paraguay,2.2,3.6,2010
Chile,3.82,Brazil,1.53,6.99,2010
Slovakia,4.5,Netherlands,1.39,9.63,2010
Mexico,3.73,Argentina,1.61,6.24,2010
England,3.06,Germany,2.97,2.6,2010
Ghana,3.1,USA,2.41,3.22,2010
South Korea,3.34,Uruguay,1.84,4.9,2010
Spain,4.15,Chile,6.89,1.51,2010
Honduras,4.01,Switzerland,1.55,6.62,2010
Ivory Coast,4.99,North Korea,9.35,1.35,2010
Brazil,2.92,Portugal,3.51,2.38,2010
Netherlands,3.81,Cameroon,5.53,1.65,2010
Japan,3.24,Denmark,2.26,3.37,2010
New Zealand,4.48,Paraguay,1.39,9.53,2010
Italy,3.84,Slovakia,6.97,1.55,2010
Serbia,3.59,Australia,4.46,1.83,2010
Germany,4.34,Ghana,7.8,1.45,2010
England,4.31,Slovenia,8.07,1.45,2010
Algeria,3.6,USA,1.87,4.22,2010
Argentina,4.24,Greece,7.35,1.48,2010
South Korea,3.3,Nigeria,2.93,2.47,2010
South Africa,3.48,France,2.09,3.54,2010
Uruguay,1.96,Mexico,3.74,3.65,2010
Honduras,8.78,Spain,1.12,24.25,2010
Switzerland,3.18,Chile,2.17,3.67,2010
North Korea,4.48,Portugal,1.37,10.32,2010
Ivory Coast,3.48,Brazil,1.73,5.42,2010
New Zealand,5.89,Italy,1.22,16.73,2010
Paraguay,3.24,Slovakia,3.87,2.07,2010
Denmark,3.2,Cameroon,2.89,2.57,2010
Australia,3.15,Ghana,2.37,3.23,2010
Japan,4.16,Netherlands,1.44,8.95,2010
Algeria,5.88,England,1.23,15.93,2010
USA,3.22,Slovenia,3.75,2.12,2010
Serbia,3.65,Germany,1.64,5.74,2010
Mexico,3.15,France,2.09,3.95,2010
Nigeria,3.18,Greece,3.79,2.12,2010
South Korea,3.87,Argentina,1.51,7.59,2010
Uruguay,3.02,South Africa,3.37,2.38,2010
Switzerland,5.3,Spain,1.27,14.32,2010
Chile,3.46,Honduras,5.81,1.7,2010
Spain,3.38,Netherlands,3.9,2.02,2010
Germany,3.68,Uruguay,3.86,1.93,2010
Spain,3.38,Germany,2.81,2.53,2010
Netherlands,3.55,Uruguay,5.68,1.69,2010
Spain,4.27,Paraguay,9,1.42,2010
Germany,3.29,Argentina,2.32,3.19,2010
Ghana,3.37,Uruguay,1.86,4.52,2010
Brazil,3.28,Netherlands,4.1,2,2010
Portugal,3.23,Spain,2,4.19,2010
Japan,3.17,Paraguay,2.2,3.6,2010
Chile,3.82,Brazil,1.53,6.99,2010
Slovakia,4.5,Netherlands,1.39,9.63,2010
Mexico,3.73,Argentina,1.61,6.24,2010
England,3.06,Germany,2.97,2.6,2010
Ghana,3.1,USA,2.41,3.22,2010
South Korea,3.34,Uruguay,1.84,4.9,2010
Spain,4.15,Chile,6.89,1.51,2010
Honduras,4.01,Switzerland,1.55,6.62,2010
Ivory Coast,4.99,North Korea,9.35,1.35,2010
Brazil,2.92,Portugal,3.51,2.38,2010
Netherlands,3.81,Cameroon,5.53,1.65,2010
Japan,3.24,Denmark,2.26,3.37,2010
New Zealand,4.48,Paraguay,1.39,9.53,2010
Italy,3.84,Slovakia,6.97,1.55,2010
Serbia,3.59,Australia,4.46,1.83,2010
Germany,4.34,Ghana,7.8,1.45,2010
England,4.31,Slovenia,8.07,1.45,2010
Algeria,3.6,USA,1.87,4.22,2010
Argentina,4.24,Greece,7.35,1.48,2010
South Korea,3.3,Nigeria,2.93,2.47,2010
South Africa,3.48,France,2.09,3.54,2010
Uruguay,1.96,Mexico,3.74,3.65,2010
Honduras,8.78,Spain,1.12,24.25,2010
Switzerland,3.18,Chile,2.17,3.67,2010
North Korea,4.48,Portugal,1.37,10.32,2010
Ivory Coast,3.48,Brazil,1.73,5.42,2010
New Zealand,5.89,Italy,1.22,16.73,2010
Paraguay,3.24,Slovakia,3.87,2.07,2010
Denmark,3.2,Cameroon,2.89,2.57,2010
Australia,3.15,Ghana,2.37,3.23,2010
Japan,4.16,Netherlands,1.44,8.95,2010
Algeria,5.88,England,1.23,15.93,2010
USA,3.22,Slovenia,3.75,2.12,2010
Serbia,3.65,Germany,1.64,5.74,2010
Mexico,3.15,France,2.09,3.95,2010
Nigeria,3.18,Greece,3.79,2.12,2010
South Korea,3.87,Argentina,1.51,7.59,2010
Uruguay,3.02,South Africa,3.37,2.38,2010
Switzerland,5.3,Spain,1.27,14.32,2010
Chile,3.46,Honduras,5.81,1.7,2010
Spain,3.38,Netherlands,3.9,2.02,2010
Germany,3.68,Uruguay,3.86,1.93,2010
Spain,3.38,Germany,2.81,2.53,2010
Netherlands,3.55,Uruguay,5.68,1.69,2010
Spain,4.27,Paraguay,9,1.42,2010
Germany,3.29,Argentina,2.32,3.19,2010
Ghana,3.37,Uruguay,1.86,4.52,2010
Brazil,3.28,Netherlands,4.1,2,2010
Portugal,3.23,Spain,2,4.19,2010
Japan,3.17,Paraguay,2.2,3.6,2010
Chile,3.82,Brazil,1.53,6.99,2010
Slovakia,4.5,Netherlands,1.39,9.63,2010
Mexico,3.73,Argentina,1.61,6.24,2010
England,3.06,Germany,2.97,2.6,2010
Ghana,3.1,USA,2.41,3.22,2010
South Korea,3.34,Uruguay,1.84,4.9,2010
Spain,4.15,Chile,6.89,1.51,2010
Honduras,4.01,Switzerland,1.55,6.62,2010
Ivory Coast,4.99,North Korea,9.35,1.35,2010
Brazil,2.92,Portugal,3.51,2.38,2010
Netherlands,3.81,Cameroon,5.53,1.65,2010
Japan,3.24,Denmark,2.26,3.37,2010
New Zealand,4.48,Paraguay,1.39,9.53,2010
Italy,3.84,Slovakia,6.97,1.55,2010
Serbia,3.59,Australia,4.46,1.83,2010
Germany,4.34,Ghana,7.8,1.45,2010
England,4.31,Slovenia,8.07,1.45,2010
Algeria,3.6,USA,1.87,4.22,2010
Argentina,4.24,Greece,7.35,1.48,2010
South Korea,3.3,Nigeria,2.93,2.47,2010
South Africa,3.48,France,2.09,3.54,2010
Uruguay,1.96,Mexico,3.74,3.65,2010
Honduras,8.78,Spain,1.12,24.25,2010
Switzerland,3.18,Chile,2.17,3.67,2010
North Korea,4.48,Portugal,1.37,10.32,2010
Ivory Coast,3.48,Brazil,1.73,5.42,2010
New Zealand,5.89,Italy,1.22,16.73,2010
Paraguay,3.24,Slovakia,3.87,2.07,2010
Denmark,3.2,Cameroon,2.89,2.57,2010
Australia,3.15,Ghana,2.37,3.23,2010
Japan,4.16,Netherlands,1.44,8.95,2010
Algeria,5.88,England,1.23,15.93,2010
USA,3.22,Slovenia,3.75,2.12,2010
Serbia,3.65,Germany,1.64,5.74,2010
Mexico,3.15,France,2.09,3.95,2010
Nigeria,3.18,Greece,3.79,2.12,2010
South Korea,3.87,Argentina,1.51,7.59,2010
Uruguay,3.02,South Africa,3.37,2.38,2010
Switzerland,5.3,Spain,1.27,14.32,2010
Chile,3.46,Honduras,5.81,1.7,2010
North Korea,9.61,Brazil,1.1,32.67,2010
Portugal,3.2,Ivory Coast,3.96,2.06,2010
Slovakia,3.94,New Zealand,7.65,1.5,2010
Paraguay,3.04,Italy,2.18,3.82,2010
Cameroon,3.12,Japan,3.66,2.19,2010
Denmark,4.01,Netherlands,1.51,7.3,2010
Australia,3.89,Germany,1.52,7.34,2010
Ghana,3.22,Serbia,2.01,4.07,2010
Slovenia,3.14,Algeria,3.73,2.14,2010
USA,4.12,England,1.51,7,2010
Nigeria,4.58,Argentina,1.39,8.96,2010
Greece,3.01,South Korea,2.72,2.87,2010
France,3.15,Uruguay,3.57,2.21,2010
Mexico,3.13,South Africa,2.96,2.57,2010
Costa Rica,4.3,Uruguay,1.41,8.3,2010
Ireland,4.07,France,1.49,7.25,2010
Portugal,3.37,Bosnia & Herzegovina,3.3,2.19,2010
Russia,3.23,Slovenia,3.36,2.24,2010
Greece,3.28,Ukraine,1.87,4.64,2010
Egypt,3.2,Algeria,3.85,2.01,2010
Mali,3.9,Ghana,1.48,7.07,2010
Uruguay,3.25,Costa Rica,3.05,2.29,2010
Bosnia & Herzegovina,4.59,Portugal,1.4,8.41,2010
France,3,Ireland,3.44,2.32,2010
Ukraine,3.07,Greece,2.37,3.22,2010
Algeria,3.88,Egypt,1.55,5.87,2010
Benin,3.39,Sudan,2.03,3.48,2010
Slovenia,4.22,Russia,1.44,8.01,2010
Malawi,3.91,Burkina Faso,1.54,5.84,2010
Guinea,4.32,Ivory Coast,1.41,7.6,2010
Cameroon,3.36,Morocco,3.76,1.95,2010
Gabon,3.37,Togo,2.34,2.85,2010
Zambia,3.21,Rwanda,2.31,3.03,2010
Nigeria,4.1,Kenya,6.69,1.47,2010
Tunisia,3.61,Mozambique,5.05,1.67,2010
Bahrain,3.1,New Zealand,2.77,2.6,2010
Honduras,3.66,El Salvador,4.42,1.74,2010
Mexico,3.79,Trinidad & Tobago,5.76,1.56,2010
Costa Rica,3.45,USA,1.85,4.24,2010
Colombia,3.67,Paraguay,1.63,5.76,2010
Venezuela,6.9,Brazil,1.16,15.49,2010
Ecuador,3.58,Chile,2.01,3.5,2010
Argentina,3.34,Uruguay,2.5,2.74,2010
Bolivia,3.55,Peru,1.79,4.53,2010
Belarus,6.92,England,1.15,17.22,2010
Austria,4.8,France,1.33,9.99,2010
Hungary,4,Denmark,1.51,6.78,2010
Malta,22.8,Portugal,1.01,62.6,2010
Albania,5.93,Sweden,1.22,13.16,2010
Belgium,3.46,Estonia,4.23,1.87,2010
New Zealand,4.15,Bahrain,1.42,7.71,2010
Kazakhstan,4.88,Belarus,1.31,10.22,2010
Germany,3.29,Russia,2.36,2.95,2010
Togo,4.61,Cameroon,1.31,10.12,2010
Morocco,3.23,Gabon,2.21,3.09,2010
Wales,3.37,Finland,1.88,4.35,2010
Ivory Coast,4.16,Malawi,8.65,1.37,2010
Egypt,3.3,Zambia,3.94,1.94,2010
Chile,4.07,Brazil,1.47,7.14,2010
Peru,3.62,Venezuela,1.65,5.57,2010
Costa Rica,3.32,El Salvador,3.35,2.1,2010
Honduras,4.16,Mexico,1.41,7.81,2010
USA,3.93,Trinidad & Tobago,7.03,1.48,2010
Argentina,3.22,Paraguay,3.8,2.04,2010
Colombia,3.59,Uruguay,1.7,5.05,2010
Estonia,14.34,Spain,1.03,35.86,2010
Bahrain,3.51,Saudi Arabia,1.66,5.6,2010
Ecuador,3.32,Bolivia,2.73,2.52,2010
Croatia,3.6,England,1.6,6.33,2010
France,3.17,Serbia,3.39,2.23,2010
Bulgaria,4.24,Italy,1.42,8.2,2010
Azerbaijan,17.18,Germany,1.01,44.78,2010
Portugal,4.05,Hungary,7.48,1.47,2010
Slovakia,3.22,Northern Ireland,2.41,2.97,2010
Poland,3.28,Slovenia,2.51,2.78,2010
Russia,3.97,Wales,6.36,1.51,2010
Denmark,3.62,Albania,5.68,1.65,2010
Switzerland,3.41,Latvia,4.19,1.89,2010
Greece,4.36,Moldova,8.55,1.39,2010
FYR Macedonia,4.05,Norway,1.49,7.03,2010
Netherlands,3.3,Scotland,4.32,1.89,2010
Cyprus,3.92,Montenegro,1.56,5.97,2010
Kazakhstan,3.94,Andorra,6.73,1.51,2010
Turkey,3.39,Bosnia & Herzegovina,2.78,2.46,2010
Luxembourg,8.75,Israel,1.1,19.85,2010
Austria,4.18,Romania,1.49,6.67,2010
Finland,4.81,Liechtenstein,10.21,1.32,2010
Ukraine,3.5,Belarus,4.08,1.87,2010
Sweden,9.96,Malta,25.1,1.07,2010
Lithuania,4.28,Faroe Islands,7.47,1.44,2010
Belgium,3.47,Armenia,4.71,1.79,2010
San Marino,17.28,Czech Republic,1.01,50.62,2010
Gabon,4.52,Cameroon,1.33,9.04,2010
Zambia,4.38,Algeria,1.34,8.93,2010
Sudan,7.13,Ghana,1.13,16.19,2010
Tunisia,3.58,Nigeria,1.61,5.4,2010
Morocco,3.23,Togo,2.08,3.29,2010
Mali,3.2,Benin,2.97,2.27,2010
Kenya,3.32,Mozambique,1.87,3.87,2010
Mexico,3.28,Costa Rica,2.66,2.51,2010
Venezuela,4.68,Chile,1.35,9.09,2010
Trinidad & Tobago,4.8,Honduras,1.31,9.53,2010
Brazil,3.39,Argentina,2.12,3.52,2010
El Salvador,6.56,USA,1.16,14.34,2010
Bolivia,6.12,Paraguay,1.21,11.34,2010
Ecuador,3.36,Colombia,1.89,4.18,2010
Uruguay,3.51,Peru,4.48,1.8,2010
Belgium,6.83,Spain,1.18,17.46,2010
Romania,4.12,France,1.43,8.78,2010
Saudi Arabia,3.15,Bahrain,2.65,2.67,2010
Norway,3.54,Iceland,5.02,1.73,2010
Faroe Islands,7.69,Austria,1.11,20.6,2010
Belarus,6.23,Croatia,1.21,13.82,2010
Ireland,3.39,Cyprus,3.81,1.99,2010
Northern Ireland,3.94,Poland,1.52,7.04,2010
Czech Republic,3.2,Slovakia,2.83,2.52,2010
Greece,3.15,Switzerland,2.12,3.68,2010
Portugal,3.36,Denmark,3.59,2.07,2010
Italy,4.58,Georgia,9.41,1.35,2010
Sweden,3.25,Hungary,3.36,2.19,2010
Latvia,4.06,Israel,1.48,7.19,2010
Estonia,6.99,Turkey,1.14,17.32,2010
Montenegro,3.74,Bulgaria,1.6,5.97,2010
Burkina Faso,5.51,Ivory Coast,1.24,11.54,2010
Luxembourg,4.57,Moldova,1.37,9.05,2010
Bosnia & Herzegovina,3.94,Armenia,6.72,1.53,2010
Finland,3.57,Azerbaijan,5.05,1.72,2010
Liechtenstein,18.33,Russia,1.01,50.44,2010
Cameroon,3.27,Gabon,3.4,2.11,2010
FYR Macedonia,3.5,Scotland,1.74,4.91,2010
Andorra,21,Ukraine,1.01,57.8,2010
Egypt,3.55,Rwanda,5.34,1.64,2010
Guinea,3.16,Malawi,2.72,2.52,2010
Costa Rica,3.45,Honduras,2.14,3.2,2010
El Salvador,3.3,Trinidad & Tobago,1.98,3.8,2010
USA,3.54,Mexico,1.79,4.42,2010
San Marino,21,Slovenia,1.02,59,2010
Croatia,3.53,Belarus,4.65,1.75,2010
Scotland,3.42,Norway,1.92,4.01,2010
Germany,8.5,Azerbaijan,28.6,1.08,2010
France,14.6,Faroe Islands,62.8,1.02,2010
Rwanda,6.33,Egypt,1.17,13.75,2010
Benin,3.87,Mali,1.49,6.74,2010
Malawi,5.13,Guinea,1.26,9.9,2010
Nigeria,3.15,Tunisia,2.3,3.08,2010
Ivory Coast,3.46,Burkina Faso,4.92,1.71,2010
Ghana,3.39,Sudan,4.64,1.77,2010
Togo,4.36,Morocco,1.38,8.35,2010
Mozambique,3.22,Kenya,2.03,3.64,2010
Algeria,3.21,Zambia,2.04,3.65,2010
Venezuela,4.68,Chile,1.35,9.09,2010
Trinidad & Tobago,4.8,Honduras,1.31,9.53,2010
Brazil,3.39,Argentina,2.12,3.52,2010
El Salvador,6.56,USA,1.16,14.34,2010
Bolivia,6.12,Paraguay,1.21,11.34,2010
Ecuador,3.36,Colombia,1.89,4.18,2010
Uruguay,3.51,Peru,4.48,1.8,2010
Belgium,6.83,Spain,1.18,17.46,2010
Romania,4.12,France,1.43,8.78,2010
Saudi Arabia,3.15,Bahrain,2.65,2.67,2010
Norway,3.54,Iceland,5.02,1.73,2010
Faroe Islands,7.69,Austria,1.11,20.6,2010
Belarus,6.23,Croatia,1.21,13.82,2010
Ireland,3.39,Cyprus,3.81,1.99,2010
Northern Ireland,3.94,Poland,1.52,7.04,2010
Czech Republic,3.2,Slovakia,2.83,2.52,2010
Greece,3.15,Switzerland,2.12,3.68,2010
Portugal,3.36,Denmark,3.59,2.07,2010
Italy,4.58,Georgia,9.41,1.35,2010
Sweden,3.25,Hungary,3.36,2.19,2010
Latvia,4.06,Israel,1.48,7.19,2010
Estonia,6.99,Turkey,1.14,17.32,2010
Montenegro,3.74,Bulgaria,1.6,5.97,2010
Burkina Faso,5.51,Ivory Coast,1.24,11.54,2010
Luxembourg,4.57,Moldova,1.37,9.05,2010
Bosnia & Herzegovina,3.94,Armenia,6.72,1.53,2010
Finland,3.57,Azerbaijan,5.05,1.72,2010
Liechtenstein,18.33,Russia,1.01,50.44,2010
Cameroon,3.27,Gabon,3.4,2.11,2010
FYR Macedonia,3.5,Scotland,1.74,4.91,2010
Andorra,21,Ukraine,1.01,57.8,2010
Egypt,3.55,Rwanda,5.34,1.64,2010
Guinea,3.16,Malawi,2.72,2.52,2010
Costa Rica,3.45,Honduras,2.14,3.2,2010
El Salvador,3.3,Trinidad & Tobago,1.98,3.8,2010
USA,3.54,Mexico,1.79,4.42,2010
San Marino,21,Slovenia,1.02,59,2010
Croatia,3.53,Belarus,4.65,1.75,2010
Scotland,3.42,Norway,1.92,4.01,2010
Germany,8.5,Azerbaijan,28.6,1.08,2010
France,14.6,Faroe Islands,62.8,1.02,2010
Rwanda,6.33,Egypt,1.17,13.75,2010
Benin,3.87,Mali,1.49,6.74,2010
Malawi,5.13,Guinea,1.26,9.9,2010
Nigeria,3.15,Tunisia,2.3,3.08,2010
Ivory Coast,3.46,Burkina Faso,4.92,1.71,2010
Ghana,3.39,Sudan,4.64,1.77,2010
Togo,4.36,Morocco,1.38,8.35,2010
Mozambique,3.22,Kenya,2.03,3.64,2010
Algeria,3.21,Zambia,2.04,3.65,2010
North Korea,3.23,Saudi Arabia,1.75,5.48,2010
Uzbekistan,3.3,Bahrain,2.05,3.58,2010
Iran,3.17,South Korea,2.37,3.02,2010
Japan,3.14,Australia,2.17,3.43,2010
El Salvador,4.1,Honduras,1.44,6.76,2010
Trinidad & Tobago,6.28,Mexico,1.16,13.62,2010
Bolivia,5.24,Chile,1.27,11.25,2010
Uruguay,3.27,Venezuela,3.25,2.2,2010
Paraguay,5.02,Brazil,1.29,11.16,2010
Peru,5,Colombia,1.29,11.04,2010
Argentina,3.27,Ecuador,2.76,2.5,2010
Andorra,25,England,1.01,76.6,2010
Norway,4.42,Netherlands,1.38,8.32,2010
Serbia,8.38,Faroe Islands,22.74,1.09,2010
Russia,3.33,Finland,4.44,1.85,2010
Malta,20.56,Sweden,1.03,36.54,2010
Kazakhstan,9.16,Ukraine,1.09,24.73,2010
Iceland,3.55,FYR Macedonia,1.72,4.84,2010
United Arab Emirates,5.91,Iran,1.22,13.91,2010
Saudi Arabia,3.11,South Korea,2.16,3.46,2010
Qatar,4.66,Japan,1.32,10.38,2010
Bahrain,3.95,Australia,1.44,7.21,2010
Ecuador,3.27,Peru,2.92,2.38,2010
Egypt,3.17,Algeria,2.78,2.5,2010
Ghana,3.29,Mali,2.16,3.23,2010
Ivory Coast,3.4,Guinea,4.66,1.67,2010
Kenya,7.44,Nigeria,1.14,18.72,2010
Sudan,3.63,Benin,1.66,5.11,2010
Morocco,3.85,Cameroon,1.55,5.87,2010
Mexico,3.63,El Salvador,5.19,1.62,2010
Honduras,4.04,USA,1.41,8.01,2010
Chile,3.51,Paraguay,1.7,5.15,2010
Costa Rica,3.24,Trinidad & Tobago,3.32,2.15,2010
Colombia,5.51,Argentina,1.23,13.99,2010
Venezuela,4.89,Bolivia,1.31,10.23,2010
Brazil,3.24,Uruguay,2.79,2.49,2010
Portugal,4.63,Albania,9.82,1.35,2010
Netherlands,4.66,Iceland,9.54,1.33,2010
Austria,4.85,Serbia,1.34,9.7,2010
Ukraine,3.49,Croatia,1.69,5.51,2010
Romania,3.31,Lithuania,3.28,2.21,2010
Denmark,3.24,Sweden,2.05,3.8,2010
Ireland,3.19,Bulgaria,2.06,3.68,2010
Montenegro,3.2,Cyprus,2.47,2.94,2010
Mozambique,4.88,Tunisia,1.29,11.08,2010
South Korea,3.83,United Arab Emirates,6.15,1.55,2010
Andorra,11.8,Belarus,1.05,32.82,2010
Liechtenstein,9.6,Finland,1.1,24.51,2010
Australia,3.38,Qatar,4.33,1.84,2010
Norway,3.27,FYR Macedonia,3.05,2.33,2010
San Marino,19.21,Slovakia,1.01,47.6,2010
Wales,3.24,Azerbaijan,3.2,2.25,2010
England,7.72,Kazakhstan,22.7,1.14,2010
Togo,3.31,Gabon,1.87,4.09,2010
Japan,3.43,Uzbekistan,4.21,1.83,2010
Burkina Faso,3.13,Malawi,2.5,2.82,2010
Rwanda,4.05,Zambia,1.41,7.93,2010
Iran,3.16,North Korea,2.85,2.49,2010
USA,3.13,Costa Rica,2.44,2.9,2010
